4,0.01,0,"ant-1.4.csv","RRF"
4,0.01,0,"ant-1.5.csv","RRF"
4,0.01,0,"ant-1.6.csv","RRF"
4,0.01,0,"ant-1.7.csv","RRF"
4,0.01,0,"forrest-0.8.csv","RRF"
5,0.01,0,"ar6.csv","RRF"
5,0.01,0,"ar4.csv","RRF"
5,0.01,0,"ar3.csv","RRF"
5,0.01,0,"ar5.csv","RRF"
4,0.01,0,"camel-1.2.csv","RRF"
4,0.01,0,"camel-1.4.csv","RRF"
4,0.01,0,"camel-1.6.csv","RRF"
4,0.01,0,"log4j-1.2.csv","RRF"
4,0.01,0,"ivy-1.4.csv","RRF"
4,0.01,0,"log4j-1.1.csv","RRF"
4,0.01,0,"ivy-2.0.csv","RRF"
4,0.01,0,"lucene-2.2.csv","RRF"
4,0.01,0,"lucene-2.4.csv","RRF"
4,0.01,0,"jedit-4.0.csv","RRF"
4,0.01,0,"jedit-4.3.csv","RRF"
4,0.01,0,"jedit-4.2.csv","RRF"
4,0.01,0,"jedit-4.1.csv","RRF"
4,0.01,0,"pbeans2.csv","RRF"
4,0.01,0,"poi-2.0.csv","RRF"
4,0.01,0,"poi-2.5.csv","RRF"
4,0.01,0,"poi-3.0.csv","RRF"
6,0.01,0,"PC3.csv","RRF"
6,0.01,0,"PC4.csv","RRF"
4,0.01,0,"synapse-1.1.csv","RRF"
4,0.01,0,"velocity-1.5.csv","RRF"
4,0.01,0,"velocity-1.6.csv","RRF"
4,0.01,0,"synapse-1.2.csv","RRF"
4,0.01,0,"xerces-1.3.csv","RRF"
4,0.01,0,"xalan-2.5.csv","RRF"
6,0.01,0,"MC2.csv","RRF"
4,0.01,0,"xalan-2.6.csv","RRF"
4,0.01,0,"xalan-2.7.csv","RRF"
4,0.01,0,"xerces-1.4.csv","RRF"
5,0.01,0,"eclipse-2.1.csv","RRF"
4,0.01,0,"prop-5.csv","RRF"
5,0.01,0,"eclipse-3.0.csv","RRF"
4,0.01,0,"prop-6.csv","RRF"
4,0.01,0,"prop-4.csv","RRF"
4,0.01,0,"prop-2.csv","RRF"
4,0.01,0,"prop-3.csv","RRF"
